Sent	amod	noun	amod_idx	head_idx	position
en cas de refus de communication ou de non réponse , la cada peut être saisie ( cette commission " veille à la transparence de l' action administrative et se prononcer sur les modalités de réutilisation de les informations publiques " en recours précontentieux .	administrative	action	28	27	after
en cas de refus de communication ou de non réponse , la cada peut être saisie ( cette commission " veille à la transparence de l' action administrative et se prononcer sur les modalités de réutilisation de les informations publiques " en recours précontentieux .	publiques	informations	40	39	after
en cas de refus de communication ou de non réponse , la cada peut être saisie ( cette commission " veille à la transparence de l' action administrative et se prononcer sur les modalités de réutilisation de les informations publiques " en recours précontentieux .	précontentieux	recours	44	43	after
omar souleimane a dirigé pendant près de 20 ans les services secrets .	secrets	services	12	11	after
pour chacune d' elle , un schéma représente les savoirs avec leur vaste arborescence , à la manière d' un arbre généalogique , à l' intérieur d' un cadre ovale très orné , et un texte intitulé « partitions de ... » décrit avec beaucoup de précision les divisions et subdivisions à la manière de pierre de la ramée , philosophe humaniste français ( 1515-1572 ) contemporain de savigny .	généalogique	arbre	22	21	after
pour chacune d' elle , un schéma représente les savoirs avec leur vaste arborescence , à la manière d' un arbre généalogique , à l' intérieur d' un cadre ovale très orné , et un texte intitulé « partitions de ... » décrit avec beaucoup de précision les divisions et subdivisions à la manière de pierre de la ramée , philosophe humaniste français ( 1515-1572 ) contemporain de savigny .	ovale	cadre	30	29	after
pour chacune d' elle , un schéma représente les savoirs avec leur vaste arborescence , à la manière d' un arbre généalogique , à l' intérieur d' un cadre ovale très orné , et un texte intitulé « partitions de ... » décrit avec beaucoup de précision les divisions et subdivisions à la manière de pierre de la ramée , philosophe humaniste français ( 1515-1572 ) contemporain de savigny .	humaniste	philosophe	62	61	after
pour chacune d' elle , un schéma représente les savoirs avec leur vaste arborescence , à la manière d' un arbre généalogique , à l' intérieur d' un cadre ovale très orné , et un texte intitulé « partitions de ... » décrit avec beaucoup de précision les divisions et subdivisions à la manière de pierre de la ramée , philosophe humaniste français ( 1515-1572 ) contemporain de savigny .	français	philosophe	63	61	after
pour chacune d' elle , un schéma représente les savoirs avec leur vaste arborescence , à la manière d' un arbre généalogique , à l' intérieur d' un cadre ovale très orné , et un texte intitulé « partitions de ... » décrit avec beaucoup de précision les divisions et subdivisions à la manière de pierre de la ramée , philosophe humaniste français ( 1515-1572 ) contemporain de savigny .	contemporain	philosophe	67	61	after
il a essayé ces dernières années de renouer le contact avec les marocains et surtout avec le parti de l' istiqlal de le premier ministre abbes el fassi , membre , comme le pp , de l' internationale démocrate centriste ( idc ) .	démocrate	internationale	39	38	after
il a essayé ces dernières années de renouer le contact avec les marocains et surtout avec le parti de l' istiqlal de le premier ministre abbes el fassi , membre , comme le pp , de l' internationale démocrate centriste ( idc ) .	centriste	internationale	40	38	after
tout dépend de la volonté politique qui anime chacun de les deux pays .	politique	volonté	6	5	after
depuis l' invention de le cyclisme sportif , de nombreuses épreuves ont été imaginées par les organisateurs , souvent des directeurs de journaux comme l' auto ou le vélo en france .	sportif	cyclisme	7	6	after
les plantes-hôtes de la chenille sont le plantain , les hieracium ( y compris la piloselle ) , le séneçon commun , le pissenlit , des silènes et d' autres plantes basses .	commun	séneçon	21	20	after
les plantes-hôtes de la chenille sont le plantain , les hieracium ( y compris la piloselle ) , le séneçon commun , le pissenlit , des silènes et d' autres plantes basses .	basses	plantes	32	31	after
le village et le premier château à le xie siècle se nomment en latin médiéval gusia .	médiéval	latin	15	14	after
le nom fut officiellement adopté par l' union astronomique internationale ( uai ) en 1970 , en référence à daniel barringer ( 1860-1929 ) .	astronomique	union	9	8	after
le nom fut officiellement adopté par l' union astronomique internationale ( uai ) en 1970 , en référence à daniel barringer ( 1860-1929 ) .	internationale	union	10	8	after
le cout d' investissement initial de la partie aménagée de la véloroute se monte en moyenne selon une étude effectuée en 2009 à 16 k € par kilomètre avec des retombées économiques annuelles de 25 k € par km et par an .	initial	investissement	5	4	after
le cout d' investissement initial de la partie aménagée de la véloroute se monte en moyenne selon une étude effectuée en 2009 à 16 k € par kilomètre avec des retombées économiques annuelles de 25 k € par km et par an .	économiques	retombées	32	31	after
le cout d' investissement initial de la partie aménagée de la véloroute se monte en moyenne selon une étude effectuée en 2009 à 16 k € par kilomètre avec des retombées économiques annuelles de 25 k € par km et par an .	annuelles	retombées	33	31	after
d' un point de vue environnemental , c' est une technologie très attrayante , en principe , puisque tout ce qui sort de l' échappement , c' est de l' eau .	environnemental	point	6	3	after
d' un point de vue environnemental , c' est une technologie très attrayante , en principe , puisque tout ce qui sort de l' échappement , c' est de l' eau .	attrayante	technologie	13	11	after
victime de ce qui s' avérera être une fracture de le plancher orbitaire droit , il cède définitivement sa place à trinh-duc , qui n' a plus été titulaire depuis plus d' un mois , un nouveau coup dur pour l' équipe de france qui concède alors cinq pénalités à le sol .	orbitaire	plancher	13	12	after
victime de ce qui s' avérera être une fracture de le plancher orbitaire droit , il cède définitivement sa place à trinh-duc , qui n' a plus été titulaire depuis plus d' un mois , un nouveau coup dur pour l' équipe de france qui concède alors cinq pénalités à le sol .	droit	plancher	14	12	after
victime de ce qui s' avérera être une fracture de le plancher orbitaire droit , il cède définitivement sa place à trinh-duc , qui n' a plus été titulaire depuis plus d' un mois , un nouveau coup dur pour l' équipe de france qui concède alors cinq pénalités à le sol .	dur	coup	39	38	after
à sa sortie , ce troisième album était accompagné d' un mini-album bonus , me and my good friends ( sept titres acoustiques ) .	acoustiques	titres	23	22	after
la daïra d' oued lilli est une circonscription administrative de la wilaya de tiaret .	administrative	circonscription	9	8	after
ce chiffre constitue la troisième et dernière prévision de la banque centrale pour cette période .	centrale	banque	12	11	after
le mardi 8 décembre , à genève , l' institut de le caire pour l' étude de les droits de l' homme rend public son « rapport sur l' état général de les droits de l' homme dans le monde arabe .	général	état	31	30	after
le mardi 8 décembre , à genève , l' institut de le caire pour l' étude de les droits de l' homme rend public son « rapport sur l' état général de les droits de l' homme dans le monde arabe .	arabe	monde	41	40	after
son caractère impulsif nuit également à sa santé puisqu' il s' emporte facilement , ce qui lui a valu quelques séjours à l' hôpital , notamment dans papa furax , où son ire contre bart lui sauve la vie .	impulsif	caractère	3	2	after
nous conseillons vivement de prendre contact avec l' office pour tous projets immobiliers .	immobiliers	projets	13	12	after
cela dit , ça dépend de vos goûts culinaires .	culinaires	goûts	9	8	after
le conseil municipal est formé d' un maire et de quatre conseillers généraux .	municipal	conseil	3	2	after
le conseil municipal est formé d' un maire et de quatre conseillers généraux .	généraux	conseillers	13	12	after
